"time","norm_time","src_id","ui_id","tgt_len","user_id"
"107610","7174","26","ui1","15","15"
"95595","4156","0","ui2","23","18"
"424857","12138","1","ui2","37","18"
"441559","17662","2","ui2","25","18"
"166584","9254","3","ui2","15","18"
"235742","11225","4","ui2","21","18"
"194942","8861","5","ui2","23","18"
"648958","25958","6","ui2","24","18"
"602757","23182","7","ui2","24","18"
"311501","17305","8","ui2","20","18"
"245496","17535","9","ui2","15","18"
"553686","34605","10","ui2","22","18"
"645273","28055","11","ui2","23","18"
"417288","18142","12","ui2","23","18"
"197065","9853","13","ui2","22","18"
"876228","21371","14","ui1","40","18"
"178534","9396","15","ui1","18","18"
"422698","18378","16","ui1","24","18"
"711182","16539","17","ui1","44","18"
"407689","14560","18","ui1","28","18"
"501933","18590","19","ui1","31","18"
"100007","8333","20","ui1","9","18"
"587240","24468","21","ui1","1","18"
"167359","11954","22","ui1","13","18"
"150058","10718","23","ui1","13","18"
"481085","20916","24","ui1","23","18"
"129887","9277","25","ui1","14","18"
"304399","20293","26","ui1","15","18"
"102445","4454","0","ui2","21","25"
"89191","2548","1","ui2","29","25"
"111990","4479","2","ui2","23","25"
"101195","5621","3","ui2","17","25"
"86401","4114","4","ui2","21","25"
"72849","3311","5","ui2","21","25"
"216722","8668","6","ui2","26","25"
"303259","11663","7","ui2","22","25"
"91576","5087","8","ui2","18","25"
"118320","8451","9","ui2","12","25"
"141699","8856","10","ui2","22","25"
"179695","7812","11","ui2","26","25"
"177502","7717","12","ui2","23","25"
"122820","6141","13","ui2","26","25"
"281078","6855","14","ui1","39","25"
"79951","4207","15","ui1","16","25"
"99116","4309","16","ui1","21","25"
"325112","7560","17","ui1","40","25"
"204356","7298","18","ui1","30","25"
"83380","3088","19","ui1","30","25"
"89701","7475","20","ui1","9","25"
"206095","8587","21","ui1","21","25"
"89699","6407","22","ui1","11","25"
"35699","2549","23","ui1","12","25"
"111465","4846","24","ui1","25","25"
"66316","4736","25","ui1","16","25"
"45094","3006","26","ui1","15","25"
"119606","5200","0","ui2","24","28"
"228386","6525","1","ui2","41","28"
"83733","3349","2","ui2","32","28"
"100401","5577","3","ui2","17","28"
"87528","4168","4","ui2","22","28"
"68516","3114","5","ui2","21","28"
"252038","10081","6","ui2","30","28"
"234772","9029","7","ui2","28","28"
"164701","9150","8","ui2","19","28"
"127695","9121","9","ui2","15","28"
"118047","7377","10","ui2","19","28"
"145950","6345","11","ui2","26","28"
"128542","5588","12","ui2","28","28"
"73892","3694","13","ui2","22","28"
"367611","8966","14","ui1","42","28"
"128768","6777","15","ui1","17","28"
"170895","7430","16","ui1","21","28"
"388594","9037","17","ui1","51","28"
"175064","6252","18","ui1","31","28"
"235977","8739","19","ui1","28","28"
"30813","2567","20","ui1","10","28"
"143648","5985","21","ui1","23","28"
"59935","4281","22","ui1","13","28"
"74595","5328","23","ui1","13","28"
"213215","9270","24","ui1","26","28"
"86279","6162","25","ui1","12","28"
"100042","6669","26","ui1","15","28"
"24487","1064","0","ui2","22","3"
"163426","4669","1","ui2","36","3"
"235876","9435","2","ui2","34","3"
"63987","3554","3","ui2","20","3"
"122106","5814","4","ui2","23","3"
"138331","6287","5","ui2","25","3"
"269882","10795","6","ui2","36","3"
"274152","10544","7","ui2","23","3"
"121022","6723","8","ui2","22","3"
"113361","8097","9","ui2","12","3"
"78886","4930","10","ui2","20","3"
"92022","4000","11","ui2","29","3"
"116485","5064","12","ui2","26","3"
"123026","6151","13","ui2","23","3"
"408005","9951","14","ui1","44","3"
"140622","7401","15","ui1","21","3"
"276505","12021","16","ui1","22","3"
"308002","7162","17","ui1","46","3"
"291196","10399","18","ui1","29","3"
"179039","6631","19","ui1","28","3"
"53744","4478","20","ui1","10","3"
"162752","6781","21","ui1","23","3"
"110844","7917","22","ui1","14","3"
"197425","14101","23","ui1","15","3"
"178476","7759","24","ui1","22","3"
"127186","9084","25","ui1","15","3"
"129504","8633","26","ui1","18","3"
"113308","4926","0","ui2","23","35"
"225484","6442","1","ui2","33","35"
"161386","6455","2","ui2","25","35"
"198074","11004","3","ui2","15","35"
"103649","4935","4","ui2","21","35"
"156774","7126","5","ui2","25","35"
"447189","17887","6","ui2","30","35"
"241261","9279","7","ui2","26","35"
"321667","17870","8","ui2","19","35"
"180220","12872","9","ui2","16","35"
"303921","18995","10","ui2","18","35"
"456066","19828","11","ui2","27","35"
"222706","9682","12","ui2","28","35"
"178698","8934","13","ui2","25","35"
"591728","14432","14","ui1","41","35"
"225136","11849","15","ui1","17","35"
"306463","13324","16","ui1","20","35"
"461604","10734","17","ui1","44","35"
"189956","6784","18","ui1","29","35"
"311012","11518","19","ui1","30","35"
"81032","6752","20","ui1","13","35"
"347103","14462","21","ui1","23","35"
"74860","5347","22","ui1","13","35"
"224179","16012","23","ui1","15","35"
"179760","7815","24","ui1","25","35"
"116555","8325","25","ui1","12","35"
"81382","5425","26","ui1","16","35"
"53516","2326","0","ui2","22","36"
"274243","7835","1","ui2","38","36"
"274504","10980","2","ui2","28","36"
"177214","9845","3","ui2","19","36"
"138365","6588","4","ui2","22","36"
"188978","8589","5","ui2","25","36"
"498161","19926","6","ui2","30","36"
"392133","15082","7","ui2","26","36"
"259175","14398","8","ui2","22","36"
"159865","11418","9","ui2","13","36"
"164649","10290","10","ui2","17","36"
"176431","7670","11","ui2","23","36"
"344397","14973","12","ui2","23","36"
"249574","12478","13","ui2","19","36"
"850964","20755","14","ui1","39","36"
"351076","18477","15","ui1","20","36"
"504683","21942","16","ui1","24","36"
"578832","13461","17","ui1","44","36"
"341121","12182","18","ui1","29","36"
"458175","16969","19","ui1","27","36"
"161018","13418","20","ui1","14","36"
"375732","15655","21","ui1","21","36"
"194192","13870","22","ui1","16","36"
"107151","7653","23","ui1","13","36"
"345933","15040","24","ui1","23","36"
"129704","9264","25","ui1","13","36"
"270989","18065","26","ui1","16","36"
"49818","2166","0","ui2","22","4"
"163739","4678","1","ui2","33","4"
"101328","4053","2","ui2","25","4"
"73155","4064","3","ui2","14","4"
"20665","984","4","ui2","21","4"
"40384","1835","5","ui2","21","4"
"106447","4257","6","ui2","29","4"
"176883","6803","7","ui2","22","4"
"88052","4891","8","ui2","19","4"
"31393","2242","9","ui2","14","4"
"89508","5594","10","ui2","22","4"
"130341","5667","11","ui2","26","4"
"120171","5224","12","ui2","26","4"
"39362","1968","13","ui2","22","4"
"341571","8331","14","ui1","41","4"
"96630","5085","15","ui1","20","4"
"108740","4727","16","ui1","20","4"
"297329","6914","17","ui1","43","4"
"109822","3922","18","ui1","28","4"
"235292","8714","19","ui1","25","4"
"95315","7942","20","ui1","8","4"
"111149","4631","21","ui1","22","4"
"64116","4579","22","ui1","14","4"
"68432","4888","23","ui1","12","4"
"166290","7230","24","ui1","20","4"
"72318","5165","25","ui1","12","4"
"32126","2141","26","ui1","15","4"
"133041","5784","0","ui2","22","42"
"221409","6325","1","ui2","35","42"
"235712","9428","2","ui2","28","42"
"134411","7467","3","ui2","16","42"
"90191","4294","4","ui2","21","42"
"121966","5543","5","ui2","24","42"
"354269","14170","6","ui2","36","42"
"450607","17331","7","ui2","28","42"
"65772","3654","8","ui2","21","42"
"104269","7447","9","ui2","13","42"
"115865","7241","10","ui2","17","42"
"154176","6703","11","ui2","24","42"
"258804","11252","12","ui2","26","42"
"67777","3388","13","ui2","22","42"
"551972","13462","14","ui1","42","42"
"101344","5333","15","ui1","19","42"
"183759","7989","16","ui1","21","42"
"477481","11104","17","ui1","41","42"
"218860","7816","18","ui1","28","42"
"187277","6936","19","ui1","29","42"
"98785","8232","20","ui1","13","42"
"197428","8226","21","ui1","25","42"
"72982","5213","22","ui1","15","42"
"264281","18877","23","ui1","14","42"
"189552","8241","24","ui1","23","42"
"101610","7257","25","ui1","12","42"
"132360","8824","26","ui1","15","42"
"22545","980","0","ui2","22","46"
"82252","2350","1","ui2","33","46"
"96503","3860","2","ui2","31","46"
"116157","6453","3","ui2","18","46"
"88337","4206","4","ui2","20","46"
"56118","2550","5","ui2","23","46"
"156965","6278","6","ui2","28","46"
"181414","6977","7","ui2","25","46"
"74578","4143","8","ui2","20","46"
"17063","1218","9","ui2","13","46"
"78182","4886","10","ui2","19","46"
"131975","5738","11","ui2","25","46"
"101390","4408","12","ui2","25","46"
"79789","3989","13","ui2","19","46"
"320031","7805","14","ui1","37","46"
"58310","3068","15","ui1","16","46"
"121991","5303","16","ui1","18","46"
"121256","2819","17","ui1","36","46"
"54639","1951","18","ui1","29","46"
"160914","5959","19","ui1","31","46"
"34708","2892","20","ui1","9","46"
"72912","3038","21","ui1","23","46"
"70671","5047","22","ui1","14","46"
"35237","2516","23","ui1","12","46"
"100834","4384","24","ui1","25","46"
"30192","2156","25","ui1","15","46"
"36173","2411","26","ui1","15","46"
"282625","12288","0","ui2","21","47"
"478128","13660","1","ui2","36","47"
"621122","24844","2","ui2","25","47"
"535902","29772","3","ui2","20","47"
"99433","4734","4","ui2","21","47"
"325553","14797","5","ui2","24","47"
"1143312","45732","6","ui2","30","47"
"981004","37730","7","ui2","27","47"
"143664","7981","8","ui2","18","47"
"462675","33048","9","ui2","13","47"
"552284","34517","10","ui2","18","47"
"309810","13470","11","ui2","27","47"
"1088635","47331","12","ui2","27","47"
"248085","12404","13","ui2","21","47"
"989163","24125","14","ui1","49","47"
"210594","11083","15","ui1","17","47"
"402571","17503","16","ui1","19","47"
"515603","11990","17","ui1","45","47"
"408334","14583","18","ui1","30","47"
"601084","22262","19","ui1","37","47"
"202959","16913","20","ui1","11","47"
"875042","36460","21","ui1","21","47"
"308082","22005","22","ui1","15","47"
"319417","22815","23","ui1","14","47"
"426802","18556","24","ui1","20","47"
"317472","22676","25","ui1","14","47"
"148165","9877","26","ui1","15","47"
"41626","1809","0","ui2","22","5"
"208329","5952","1","ui2","27","5"
"156984","6279","2","ui2","23","5"
"107281","5960","3","ui2","17","5"
"70224","3344","4","ui2","21","5"
"134659","6120","5","ui2","24","5"
"186382","7455","6","ui2","25","5"
"203171","7814","7","ui2","23","5"
"143732","7985","8","ui2","20","5"
"76465","5461","9","ui2","13","5"
"139033","8689","10","ui2","18","5"
"106307","4622","11","ui2","25","5"
"123601","5373","12","ui2","25","5"
"64392","3219","13","ui2","23","5"
"299032","7293","14","ui1","36","5"
"143229","7538","15","ui1","16","5"
"126414","5496","16","ui1","22","5"
"285672","6643","17","ui1","40","5"
"136163","4862","18","ui1","29","5"
"171296","6344","19","ui1","30","5"
"36071","3005","20","ui1","9","5"
"157160","6548","21","ui1","21","5"
"105030","7502","22","ui1","16","5"
"190790","13627","23","ui1","14","5"
"190482","8281","24","ui1","21","5"
"123970","8855","25","ui1","13","5"
"59192","3946","26","ui1","15","5"
"147892","6430","0","ui1","20","53"
"189520","5414","1","ui1","29","53"
"130041","5201","2","ui1","29","53"
"98450","5469","3","ui1","21","53"
"117255","5583","4","ui1","21","53"
"164707","7486","5","ui1","24","53"
"407261","16290","6","ui1","30","53"
"277439","10670","7","ui1","26","53"
"97064","5392","8","ui1","19","53"
"131982","9427","9","ui1","15","53"
"154249","9640","10","ui1","20","53"
"204320","8883","11","ui1","31","53"
"261454","11367","12","ui1","28","53"
"85428","4271","13","ui1","21","53"
"297383","7253","14","ui2","43","53"
"101922","5364","15","ui2","20","53"
"223800","9730","16","ui2","21","53"
"264164","6143","17","ui2","43","53"
"131434","4694","18","ui2","31","53"
"133012","4926","19","ui2","34","53"
"53585","4465","20","ui2","12","53"
"184312","7679","21","ui2","24","53"
"39153","2796","22","ui2","14","53"
"79695","5692","23","ui2","15","53"
"145748","6336","24","ui2","26","53"
"81140","5795","25","ui2","14","53"
"50797","3386","26","ui2","15","53"
"151681","6594","0","ui1","23","54"
"224517","6414","1","ui1","35","54"
"153834","6153","2","ui1","24","54"
"203672","11315","3","ui1","15","54"
"95724","4558","4","ui1","19","54"
"172604","7845","5","ui1","21","54"
"250495","10019","6","ui1","29","54"
"186852","7186","7","ui1","26","54"
"328792","18266","8","ui1","18","54"
"97518","6965","9","ui1","15","54"
"172961","10810","10","ui1","19","54"
"351129","15266","11","ui1","25","54"
"271724","11814","12","ui1","24","54"
"103027","5151","13","ui1","19","54"
"307433","7498","14","ui2","42","54"
"67477","3551","15","ui2","17","54"
"138918","6039","16","ui2","22","54"
"221552","5152","17","ui2","46","54"
"157330","5618","18","ui2","31","54"
"222734","8249","19","ui2","26","54"
"60301","5025","20","ui2","11","54"
"118330","4930","21","ui2","21","54"
"36252","2589","22","ui2","15","54"
"49317","3522","23","ui2","14","54"
"195000","8478","24","ui2","21","54"
"47952","3425","25","ui2","13","54"
"69656","4643","26","ui2","15","54"
"101699","4421","0","ui1","23","57"
"104837","2995","1","ui1","33","57"
"128112","5124","2","ui1","23","57"
"98697","5483","3","ui1","20","57"
"131578","6265","4","ui1","21","57"
"114018","5182","5","ui1","21","57"
"113009","4520","6","ui1","27","57"
"230300","8857","7","ui1","19","57"
"111188","6177","8","ui1","19","57"
"84831","6059","9","ui1","15","57"
"105754","6609","10","ui1","20","57"
"122487","5325","11","ui1","25","57"
"159121","6918","12","ui1","27","57"
"102152","5107","13","ui1","22","57"
"217512","5305","14","ui2","42","57"
"83897","4415","15","ui2","18","57"
"138949","6041","16","ui2","22","57"
"208099","4839","17","ui2","44","57"
"64623","2307","18","ui2","28","57"
"65800","2437","19","ui2","29","57"
"38488","3207","20","ui2","12","57"
"121155","5048","21","ui2","27","57"
"13417","958","22","ui2","14","57"
"25622","1830","23","ui2","14","57"
"104071","4524","24","ui2","22","57"
"17134","1223","25","ui2","13","57"
"47464","3164","26","ui2","15","57"
"28560","1241","0","ui2","22","6"
"103121","2946","1","ui2","31","6"
"88135","3525","2","ui2","21","6"
"44040","2446","3","ui2","14","6"
"48846","2326","4","ui2","19","6"
"75541","3433","5","ui2","18","6"
"198300","7932","6","ui2","25","6"
"181696","6988","7","ui2","23","6"
"82152","4564","8","ui2","17","6"
"88895","6349","9","ui2","12","6"
"73729","4608","10","ui2","18","6"
"106472","4629","11","ui2","23","6"
"178491","7760","12","ui2","23","6"
"57338","2866","13","ui2","18","6"
"167444","4084","14","ui1","42","6"
"58819","3095","15","ui1","17","6"
"83695","3638","16","ui1","21","6"
"172694","4016","17","ui1","38","6"
"93899","3353","18","ui1","28","6"
"115034","4260","19","ui1","27","6"
"28240","2353","20","ui1","13","6"
"70385","2932","21","ui1","19","6"
"33127","2366","22","ui1","15","6"
"80101","5721","23","ui1","14","6"
"96257","4185","24","ui1","27","6"
"56252","4018","25","ui1","15","6"
"41089","2739","26","ui1","15","6"
"188467","8194","0","ui1","20","60"
"340978","9742","1","ui1","35","60"
"261870","10474","2","ui1","24","60"
"145341","8074","3","ui1","18","60"
"85524","4072","4","ui1","20","60"
"125118","5687","5","ui1","19","60"
"581483","23259","6","ui1","25","60"
"431627","16601","7","ui1","25","60"
"293174","16287","8","ui1","18","60"
"204276","14591","9","ui1","12","60"
"249033","15564","10","ui1","19","60"
"251837","10949","11","ui1","23","60"
"247661","10767","12","ui1","26","60"
"129997","6499","13","ui1","21","60"
"430846","10508","14","ui2","43","60"
"133338","7017","15","ui2","18","60"
"277666","12072","16","ui2","22","60"
"325265","7564","17","ui2","45","60"
"91089","3253","18","ui2","30","60"
"344780","12769","19","ui2","28","60"
"118809","9900","20","ui2","9","60"
"224869","9369","21","ui2","22","60"
"32195","2299","22","ui2","14","60"
"233861","16704","23","ui2","18","60"
"218156","9485","24","ui2","18","60"
"80478","5748","25","ui2","13","60"
"62385","4159","26","ui2","14","60"
