train-en	1	Gandhi spent 21 years in South Africa, where he developed his political views, his ethics, and his political leadership skills.
train-en	2	Cameron convinced Fox to promote the film based on the publicity afforded by shooting the Titanic wreck itself, and organized several dives to the site over a period of two years.
train-en	3	Diabetes mellitus, often simply referred to as diabetes, is a group of metabolic diseases in which a person has high blood sugar, either because the body does not produce enough insulin, or because cells do not respond to the insulin that is produced.
